monthly_rent,location,property_type,rooms,size,furnished,region,Gymnasium,Air-Cond,Washing Machine,Swimming Pool,location_bin
1100,Kepong,Apartment,3,800,1,Kuala Lumpur,0,1,0,1,3
1100,Kepong,Apartment,3,800,1,Kuala Lumpur,0,0,0,1,3
1200,Kepong,Condominium,3,1001,1,Kuala Lumpur,0,1,1,1,3
1400,Kepong,Apartment,3,800,1,Kuala Lumpur,0,1,0,1,3
2350,Pantai,Studio,1,870,2,Kuala Lumpur,1,1,1,1,4
1600,Ampang,Service Residence,1,520,2,Kuala Lumpur,1,1,1,1,3
1350,Cheras,Condominium,3,920,1,Kuala Lumpur,1,0,0,1,3
1800,Pudu,Condominium,3,864,2,Kuala Lumpur,1,1,1,1,5
1350,Cheras,Condominium,3,967,1,Kuala Lumpur,0,0,0,1,3
2000,Keramat,Condominium,3,1050,1,Kuala Lumpur,1,1,1,1,5
2250,Keramat,Condominium,3,1050,2,Kuala Lumpur,1,1,1,1,5
1300,Ampang,Condominium,4,1100,1,Kuala Lumpur,1,0,0,1,3
1600,Setapak,Service Residence,3,926,1,Kuala Lumpur,0,1,0,0,4
1500,Sri Petaling,Condominium,3,1141,2,Kuala Lumpur,1,1,1,1,4
1100,Kepong,Apartment,3,932,1,Kuala Lumpur,0,0,0,0,3
1700,Kepong,Service Residence,3,958,0,Kuala Lumpur,0,0,0,0,3
1650,KL City,Service Residence,2,695,2,Kuala Lumpur,1,0,0,1,6
1800,Solaris Dutamas,Condominium,3,1000,2,Kuala Lumpur,1,0,1,1,5
1500,Bukit Jalil,Condominium,3,1222,2,Kuala Lumpur,1,1,1,1,3
1400,Cheras,Condominium,3,1100,0,Kuala Lumpur,1,0,0,1,3
1300,Pantai,Apartment,3,810,0,Kuala Lumpur,0,0,0,1,4
1600,Bukit Jalil,Condominium,3,1206,2,Kuala Lumpur,1,1,1,1,3
1900,Sentul,Service Residence,2,743,2,Kuala Lumpur,1,1,1,1,4
1700,Sentul,Service Residence,3,1009,1,Kuala Lumpur,1,1,0,1,4
1600,Sentul,Apartment,3,1065,2,Kuala Lumpur,0,0,0,0,4
2700,Puchong,Service Residence,3,1096,2,Kuala Lumpur,1,1,1,1,2
1800,Bangsar South,Apartment,3,940,0,Kuala Lumpur,0,0,0,0,5
1400,Setiawangsa,Apartment,3,878,1,Kuala Lumpur,0,0,0,0,5
1150,Bukit Jalil,Condominium,2,750,1,Kuala Lumpur,1,1,1,1,3
1300,Bangsar South,Apartment,2,600,0,Kuala Lumpur,0,0,0,0,5
850,Kuchai Lama,Apartment,2,600,0,Kuala Lumpur,0,0,0,0,4
700,Old Klang Road,Flat,2,600,0,Kuala Lumpur,0,0,0,0,5
1700,Sri Petaling,Service Residence,3,900,1,Kuala Lumpur,0,0,0,1,4
1700,Bangsar,Apartment,3,700,0,Kuala Lumpur,0,0,0,0,6
1400,Wangsa Maju,Condominium,3,1150,1,Kuala Lumpur,1,0,0,1,4
2200,Setapak,Condominium,3,1000,1,Kuala Lumpur,1,1,1,1,4
2800,Setapak,Condominium,4,1100,1,Kuala Lumpur,1,1,1,1,4
2100,Setapak,Condominium,3,1000,1,Kuala Lumpur,1,1,1,1,4
1300,Cheras,Apartment,3,1000,1,Kuala Lumpur,0,1,0,0,3
2000,Bukit Jalil,Condominium,4,1000,2,Kuala Lumpur,1,1,1,1,3
900,Setapak,Flat,2,700,0,Kuala Lumpur,0,0,0,0,4
1800,Kuchai Lama,Condominium,3,1200,2,Kuala Lumpur,1,1,1,1,4
1250,Ampang,Condominium,3,950,1,Kuala Lumpur,0,0,0,0,3
1000,Cheras,Service Residence,1,750,1,Kuala Lumpur,1,1,0,1,3
1800,Old Klang Road,Service Residence,3,953,1,Kuala Lumpur,1,1,1,1,5
1800,Kuchai Lama,Condominium,3,1200,2,Kuala Lumpur,1,1,1,1,4
1500,Seputeh,Studio,1,505,2,Kuala Lumpur,1,1,1,1,5
1300,Bukit Jalil,Apartment,3,850,1,Kuala Lumpur,1,0,0,1,3
2500,Setapak,Condominium,3,1433,1,Kuala Lumpur,1,1,1,1,4
1800,Kepong,Apartment,3,978,1,Kuala Lumpur,1,1,1,1,3
2000,Ampang,Service Residence,2,950,2,Kuala Lumpur,1,0,0,1,3
2400,Desa Pandan,Service Residence,2,1410,1,Kuala Lumpur,1,0,0,1,5
2600,Old Klang Road,Service Residence,2,1108,2,Kuala Lumpur,1,1,1,1,5
1200,Setapak,Condominium,3,1300,1,Kuala Lumpur,0,1,0,0,4
1400,Bangsar South,Apartment,3,750,0,Kuala Lumpur,0,0,0,0,5
1800,Bukit Jalil,Condominium,3,825,2,Kuala Lumpur,1,1,1,1,3
600,Cheras,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,3
1250,Cheras,Condominium,2,1100,2,Kuala Lumpur,0,1,1,1,3
900,Sentul,Flat,3,678,0,Kuala Lumpur,0,0,0,0,4
1300,KL City,Apartment,3,805,1,Kuala Lumpur,1,1,0,1,6
1500,Setapak,Condominium,3,1100,1,Kuala Lumpur,1,0,0,1,4
1200,Bukit Jalil,Apartment,3,800,1,Kuala Lumpur,0,1,0,0,3
1200,Setapak,Apartment,3,900,0,Kuala Lumpur,0,0,0,0,4
1400,Cheras,Condominium,3,950,2,Kuala Lumpur,1,1,1,1,3
1500,Setiawangsa,Apartment,3,878,1,Kuala Lumpur,0,0,0,0,5
1399,Desa Pandan,Apartment,3,1000,1,Kuala Lumpur,0,1,0,0,5
1450,Setapak,Service Residence,3,923,1,Kuala Lumpur,1,1,0,1,4
900,Cheras,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
1800,Setapak,Apartment,3,880,1,Kuala Lumpur,0,0,0,1,4
1999,Bangsar South,Service Residence,2,648,1,Kuala Lumpur,1,1,0,1,5
2200,Sri Damansara,Condominium,1,499,2,Kuala Lumpur,1,0,0,1,6
1700,Wangsa Maju,Condominium,3,1150,1,Kuala Lumpur,1,1,1,1,4
2200,Sri Damansara,Condominium,1,499,2,Kuala Lumpur,1,0,0,1,6
1600,Desa ParkCity,Condominium,3,862,1,Kuala Lumpur,1,1,1,0,6
2300,Segambut,Service Residence,2,1000,1,Kuala Lumpur,1,1,1,1,5
1500,Cheras,Service Residence,2,650,2,Kuala Lumpur,1,1,1,1,3
950,Ampang,Flat,2,505,1,Kuala Lumpur,0,0,0,0,3
1400,Sentul,Service Residence,3,1009,1,Kuala Lumpur,0,0,0,1,4
1800,Setapak,Apartment,3,930,1,Kuala Lumpur,1,0,0,1,4
1650,Sri Hartamas,Service Residence,1,500,2,Kuala Lumpur,0,0,0,0,5
1180,Setapak,Service Residence,2,558,1,Kuala Lumpur,1,1,0,1,4
1200,Old Klang Road,Condominium,2,840,2,Kuala Lumpur,1,0,0,1,5
2550,Mont Kiara,Condominium,3,1050,2,Kuala Lumpur,0,0,0,0,6
1200,Cheras,Apartment,3,740,1,Kuala Lumpur,0,1,0,1,3
750,Jinjang,Apartment,3,904,0,Kuala Lumpur,0,0,0,0,1
1400,Wangsa Maju,Condominium,3,1140,0,Kuala Lumpur,1,0,0,1,4
2200,Sri Damansara,Condominium,1,499,2,Kuala Lumpur,1,0,0,1,6
1650,Setapak,Apartment,3,850,2,Kuala Lumpur,0,0,0,0,4
2000,Jalan Sultan Ismail,Service Residence,1,800,2,Kuala Lumpur,1,1,1,1,6
2600,Jalan Ipoh,Condominium,3,1359,2,Kuala Lumpur,0,0,0,0,5
1200,Kepong,Condominium,4,1100,1,Kuala Lumpur,0,0,1,0,3
1300,Cheras,Service Residence,2,650,1,Kuala Lumpur,1,1,0,1,3
1700,Kuchai Lama,Condominium,3,1200,2,Kuala Lumpur,1,1,1,1,4
2450,Old Klang Road,Service Residence,2,780,2,Kuala Lumpur,1,1,1,1,5
1400,Cheras,Condominium,3,1152,1,Kuala Lumpur,1,1,0,1,3
1300,Sentul,Condominium,3,870,0,Kuala Lumpur,0,0,0,0,4
1700,Setapak,Condominium,3,950,2,Kuala Lumpur,1,1,1,1,4
1450,Wangsa Maju,Condominium,4,850,1,Kuala Lumpur,1,1,1,1,4
1650,Setapak,Condominium,4,1272,1,Kuala Lumpur,1,1,0,1,4
1600,Setapak,Condominium,4,1272,2,Kuala Lumpur,1,1,1,1,4
1200,OUG,Service Residence,3,950,0,Kuala Lumpur,0,0,0,1,3
1600,Sentul,Service Residence,1,609,1,Kuala Lumpur,1,1,1,0,4
2150,Bangsar,Condominium,2,1400,1,Kuala Lumpur,0,0,0,0,6
2500,Sentul,Service Residence,3,850,2,Kuala Lumpur,0,0,0,0,4
1502,Cheras,Condominium,3,852,1,Kuala Lumpur,1,1,0,1,3
1501,Cheras,Condominium,3,851,1,Kuala Lumpur,1,1,0,1,3
1500,Sungai Besi,Service Residence,3,1130,1,Kuala Lumpur,1,1,0,1,4
1500,Kuchai Lama,Condominium,3,850,1,Kuala Lumpur,1,1,0,1,4
2450,Wangsa Maju,Condominium,4,1000,2,Kuala Lumpur,0,0,0,0,4
2300,Setapak,Condominium,3,1000,1,Kuala Lumpur,1,1,1,1,4
1550,Ampang,Service Residence,1,679,2,Kuala Lumpur,1,1,1,1,3
1700,Taman Desa,Service Residence,3,935,1,Kuala Lumpur,1,1,0,1,4
1500,Sungai Besi,Service Residence,2,872,1,Kuala Lumpur,1,1,0,1,4
1500,Sungai Besi,Apartment,2,872,1,Kuala Lumpur,1,1,1,1,4
900,Wangsa Maju,Flat,2,530,0,Kuala Lumpur,0,0,0,0,4
2000,Taman Desa,Service Residence,3,935,2,Kuala Lumpur,1,1,1,1,4
1300,Bukit Jalil,Apartment,3,850,1,Kuala Lumpur,1,1,0,1,3
1300,Setapak,Condominium,3,800,0,Kuala Lumpur,1,0,0,1,4
1250,Cheras,Condominium,4,1238,1,Kuala Lumpur,1,1,0,1,3
1300,Old Klang Road,Service Residence,1,775,1,Kuala Lumpur,1,0,0,1,5
1400,Taman Desa,Service Residence,3,715,1,Kuala Lumpur,1,1,0,1,4
1700,Taman Desa,Service Residence,3,935,1,Kuala Lumpur,1,1,1,1,4
1850,Setapak,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,4
1550,Kepong,Service Residence,3,916,1,Kuala Lumpur,1,1,0,1,3
1400,Cheras,Service Residence,2,670,1,Kuala Lumpur,1,1,0,1,3
1600,Setapak,Apartment,3,850,1,Kuala Lumpur,0,0,0,0,4
1600,Cheras,Service Residence,3,819,1,Kuala Lumpur,1,1,0,1,3
1900,Sentul,Condominium,3,1300,2,Kuala Lumpur,0,0,1,0,4
2300,Desa ParkCity,Condominium,3,1000,2,Kuala Lumpur,0,1,1,0,6
1500,Taman Desa,Condominium,3,918,2,Kuala Lumpur,1,0,0,1,4
1000,Kepong,Apartment,2,850,1,Kuala Lumpur,0,1,0,1,3
1500,Bukit Bintang,Service Residence,1,325,2,Kuala Lumpur,1,1,1,1,6
900,Kepong,Apartment,3,850,1,Kuala Lumpur,0,1,0,1,3
1300,Cheras,Condominium,1,526,1,Kuala Lumpur,1,1,0,1,3
1300,Kepong,Apartment,3,958,2,Kuala Lumpur,0,1,1,1,3
1900,Sentul,Apartment,2,743,2,Kuala Lumpur,1,1,1,1,4
2500,Setapak,Service Residence,3,808,2,Kuala Lumpur,1,1,1,1,4
1400,Sentul,Condominium,3,877,1,Kuala Lumpur,0,0,0,1,4
1600,Wangsa Maju,Condominium,3,1267,1,Kuala Lumpur,1,1,0,1,4
700,Cheras,Flat,2,665,1,Kuala Lumpur,0,0,0,0,3
1500,Setiawangsa,Apartment,3,878,1,Kuala Lumpur,0,0,1,0,5
1450,Bukit Jalil,Condominium,3,1040,1,Kuala Lumpur,0,0,0,1,3
1400,Cheras,Service Residence,2,650,1,Kuala Lumpur,1,1,0,1,3
1800,Setapak,Condominium,3,1076,2,Kuala Lumpur,0,0,0,0,4
1300,Cheras,Condominium,3,943,1,Kuala Lumpur,1,0,0,1,3
1600,Taman Desa,Service Residence,3,1075,1,Kuala Lumpur,1,0,0,1,4
1180,Bukit Jalil,Apartment,3,916,0,Kuala Lumpur,1,0,0,1,3
1500,Kuchai Lama,Condominium,3,1200,2,Kuala Lumpur,1,1,1,1,4
1600,Cheras,Service Residence,3,819,1,Kuala Lumpur,1,1,0,1,3
1650,Setapak,Condominium,3,800,2,Kuala Lumpur,1,1,0,1,4
1300,Setapak,Condominium,3,800,0,Kuala Lumpur,1,0,0,1,4
2200,Cheras,Condominium,3,850,2,Kuala Lumpur,0,1,1,1,3
1600,Setapak,Condominium,3,800,1,Kuala Lumpur,0,0,0,1,4
2100,Desa ParkCity,Condominium,3,865,2,Kuala Lumpur,1,1,1,1,6
2500,KLCC,Service Residence,1,722,2,Kuala Lumpur,1,1,1,1,6
2700,Cheras,Service Residence,2,736,2,Kuala Lumpur,1,1,1,0,3
2800,Cheras,Service Residence,2,807,2,Kuala Lumpur,1,1,1,1,3
2350,Cheras,Service Residence,2,1168,1,Kuala Lumpur,1,1,0,1,3
1100,Wangsa Maju,Flat,2,550,0,Kuala Lumpur,0,0,0,0,4
2700,Puchong,Service Residence,3,1096,2,Kuala Lumpur,1,1,1,1,2
850,Kepong,Apartment,3,650,1,Kuala Lumpur,0,0,0,0,3
1500,Sungai Besi,Condominium,2,855,1,Kuala Lumpur,1,1,0,1,4
2800,Cheras,Service Residence,1,650,2,Kuala Lumpur,1,1,1,1,3
1800,Setapak,Condominium,4,1362,1,Kuala Lumpur,0,0,0,0,4
1199,Sentul,Condominium,2,860,1,Kuala Lumpur,0,0,0,1,4
1450,Setapak,Condominium,3,850,1,Kuala Lumpur,1,0,0,1,4
1600,Kuchai Lama,Condominium,3,1313,1,Kuala Lumpur,1,0,0,1,4
1450,Setapak,Condominium,3,1000,2,Kuala Lumpur,0,0,0,0,4
1200,Cheras,Condominium,3,960,1,Kuala Lumpur,0,0,0,0,3
1000,Kepong,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
1100,Setapak,Condominium,3,800,1,Kuala Lumpur,1,0,0,1,4
1800,Cheras,Condominium,3,1106,1,Kuala Lumpur,1,1,1,1,3
1600,Cheras,Condominium,3,1018,1,Kuala Lumpur,1,1,1,1,3
1500,Cheras,Condominium,3,943,1,Kuala Lumpur,1,0,0,1,3
1499,Setapak,Condominium,3,969,1,Kuala Lumpur,1,0,0,1,4
1100,Cheras,Condominium,3,988,1,Kuala Lumpur,0,0,0,1,3
2650,KLCC,Service Residence,2,1047,2,Kuala Lumpur,1,1,1,0,6
2600,Cheras,Service Residence,2,736,2,Kuala Lumpur,1,1,1,1,3
1700,Bangsar,Condominium,1,678,1,Kuala Lumpur,1,1,1,1,6
2000,Sri Petaling,Condominium,3,1300,1,Kuala Lumpur,0,0,0,0,4
2000,Bukit Bintang,Service Residence,2,900,2,Kuala Lumpur,1,0,0,1,6
800,Kepong,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
2000,Taman Desa,Condominium,3,1267,2,Kuala Lumpur,1,0,0,1,4
1400,Taman Desa,Condominium,3,928,1,Kuala Lumpur,1,0,0,1,4
1500,Old Klang Road,Condominium,3,1257,2,Kuala Lumpur,1,0,0,1,5
1600,Cheras,Condominium,3,900,2,Kuala Lumpur,0,0,0,0,3
1300,Wangsa Maju,Condominium,4,1200,1,Kuala Lumpur,0,0,0,1,4
1450,Cheras,Service Residence,3,950,2,Kuala Lumpur,0,0,0,1,3
2600,Sentul,Condominium,3,1300,2,Kuala Lumpur,0,0,0,0,4
1700,Bangsar South,Condominium,3,1103,2,Kuala Lumpur,0,1,1,1,5
1000,Kepong,Apartment,3,750,0,Kuala Lumpur,0,0,0,0,3
1500,KLCC,Apartment,3,950,1,Kuala Lumpur,0,1,0,0,6
1500,Setiawangsa,Apartment,3,980,1,Kuala Lumpur,0,0,0,0,5
1850,Wangsa Maju,Condominium,3,700,2,Kuala Lumpur,0,0,0,1,4
1200,Cheras,Condominium,3,920,2,Kuala Lumpur,1,1,1,1,3
1800,Kepong,Service Residence,2,866,1,Kuala Lumpur,1,1,1,1,3
950,Cheras,Apartment,3,650,1,Kuala Lumpur,1,0,0,0,3
2600,Segambut,Service Residence,2,883,2,Kuala Lumpur,1,0,0,1,5
950,Setiawangsa,Flat,2,547,0,Kuala Lumpur,0,0,0,0,5
1400,OUG,Service Residence,3,950,1,Kuala Lumpur,1,1,0,1,3
900,Wangsa Maju,Flat,2,560,0,Kuala Lumpur,0,0,0,0,4
2200,Sri Damansara,Condominium,1,499,2,Kuala Lumpur,1,0,0,1,6
1200,OUG,Service Residence,3,950,1,Kuala Lumpur,0,0,0,1,3
2000,Bangsar,Condominium,2,700,2,Kuala Lumpur,1,1,1,1,6
1000,Kepong,Apartment,3,958,0,Kuala Lumpur,0,0,0,1,3
1250,OUG,Service Residence,3,900,1,Kuala Lumpur,0,1,0,1,3
1200,Kepong,Condominium,3,904,1,Kuala Lumpur,0,1,1,0,3
1200,Ampang,Apartment,3,787,0,Kuala Lumpur,1,0,0,0,3
1250,OUG,Service Residence,3,950,1,Kuala Lumpur,0,0,1,1,3
1250,Bangsar South,Apartment,3,650,1,Kuala Lumpur,0,1,1,0,5
1650,Taman Melawati,Service Residence,3,980,1,Kuala Lumpur,1,1,1,1,6
2100,Keramat,Condominium,3,1050,2,Kuala Lumpur,1,1,1,1,5
1350,Taman Desa,Condominium,3,850,1,Kuala Lumpur,0,0,1,1,4
1799,Keramat,Condominium,3,1065,1,Kuala Lumpur,1,1,1,1,5
1900,Keramat,Condominium,4,1065,1,Kuala Lumpur,1,1,1,1,5
1300,Ampang,Apartment,3,860,0,Kuala Lumpur,0,0,0,0,3
1900,Keramat,Condominium,4,1065,1,Kuala Lumpur,1,1,1,1,5
1500,Keramat,Condominium,4,1065,0,Kuala Lumpur,1,1,1,1,5
1750,Setapak,Condominium,3,850,1,Kuala Lumpur,1,1,1,1,4
1400,Cheras,Service Residence,3,1050,1,Kuala Lumpur,1,0,1,1,3
1550,Ampang,Condominium,1,679,2,Kuala Lumpur,1,1,1,1,3
1400,Desa Pandan,Apartment,3,900,1,Kuala Lumpur,1,1,0,1,5
2800,Setapak,Service Residence,3,1000,1,Kuala Lumpur,1,1,1,1,4
1600,Cheras,Condominium,2,650,0,Kuala Lumpur,1,1,0,1,3
1600,Cheras,Service Residence,3,880,1,Kuala Lumpur,1,1,1,1,3
950,Cheras,Apartment,3,886,0,Kuala Lumpur,0,1,0,0,3
750,Kepong,Flat,3,720,0,Kuala Lumpur,0,0,0,0,3
2600,Keramat,Condominium,2,995,2,Kuala Lumpur,1,1,1,1,5
1100,Cheras,Apartment,3,935,1,Kuala Lumpur,1,0,0,0,3
1750,Sentul,Apartment,3,1065,2,Kuala Lumpur,0,1,1,0,4
2000,Bangsar,Condominium,2,1066,2,Kuala Lumpur,1,0,0,1,6
2800,Segambut,Service Residence,3,1033,2,Kuala Lumpur,1,1,1,1,5
1450,Setapak,Condominium,3,908,1,Kuala Lumpur,1,0,0,1,4
2299,Kepong,Condominium,3,1100,2,Kuala Lumpur,1,0,0,1,3
1200,Seputeh,Condominium,1,600,2,Kuala Lumpur,1,0,0,1,5
2480,Sentul,Service Residence,3,850,2,Kuala Lumpur,1,1,1,1,4
1730,Sentul,Condominium,3,800,2,Kuala Lumpur,1,1,1,1,4
1750,Sentul,Condominium,1,350,2,Kuala Lumpur,0,0,0,0,4
1350,Setapak,Apartment,3,829,0,Kuala Lumpur,1,0,0,1,4
1600,Setapak,Condominium,3,908,1,Kuala Lumpur,1,0,0,1,4
1400,Cheras,Service Residence,3,819,1,Kuala Lumpur,1,1,0,1,3
1488,Taman Desa,Condominium,3,958,1,Kuala Lumpur,1,1,1,1,4
1500,Cheras,Condominium,3,1134,0,Kuala Lumpur,1,0,0,1,3
650,Cheras,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
700,Cheras,Apartment,3,650,0,Kuala Lumpur,0,0,0,0,3
550,Setapak,Condominium,4,850,2,Kuala Lumpur,1,1,1,1,4
1199,Cheras,Service Residence,2,650,0,Kuala Lumpur,1,1,0,1,3
2000,Ampang,Condominium,3,1118,2,Kuala Lumpur,1,1,0,1,3
1800,Segambut,Condominium,3,1298,1,Kuala Lumpur,1,0,0,1,5
1700,Keramat,Condominium,3,926,2,Kuala Lumpur,1,1,1,1,5
1400,Cheras,Service Residence,2,670,1,Kuala Lumpur,1,1,0,1,3
1000,Cheras,Service Residence,3,819,1,Kuala Lumpur,1,1,0,1,3
1000,Cheras,Service Residence,3,819,1,Kuala Lumpur,1,1,0,1,3
1000,Jalan Ipoh,Service Residence,1,450,2,Kuala Lumpur,0,1,1,0,5
2200,Titiwangsa,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,6
1600,Setapak,Condominium,3,928,1,Kuala Lumpur,0,0,0,0,4
1500,Setapak,Condominium,3,1018,0,Kuala Lumpur,0,0,0,0,4
1900,Cheras,Condominium,3,920,2,Kuala Lumpur,1,0,0,1,3
1200,Jalan Ipoh,Condominium,3,1027,0,Kuala Lumpur,1,0,0,1,5
2500,Setapak,Condominium,3,1185,2,Kuala Lumpur,1,1,1,1,4
1300,Ampang,Condominium,2,800,2,Kuala Lumpur,1,1,0,1,3
2200,Sungai Besi,Service Residence,2,888,2,Kuala Lumpur,1,1,1,1,4
1000,Segambut,Flat,3,700,1,Kuala Lumpur,0,0,0,0,5
1750,Kepong,Condominium,4,1300,1,Kuala Lumpur,0,1,0,0,3
1900,Bangsar South,Apartment,4,1000,1,Kuala Lumpur,0,0,0,1,5
2200,Wangsa Maju,Service Residence,2,819,2,Kuala Lumpur,1,1,1,1,4
1650,Setapak,Condominium,1,689,2,Kuala Lumpur,1,0,0,1,4
900,Pandan Jaya,Flat,2,700,0,Kuala Lumpur,0,0,0,0,2
1600,Setapak,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,4
1200,Cheras,Apartment,3,720,1,Kuala Lumpur,0,1,0,1,3
1600,Ampang,Service Residence,1,640,2,Kuala Lumpur,1,1,1,1,3
2100,Ampang,Service Residence,2,1000,2,Kuala Lumpur,1,1,0,1,3
2200,Ampang,Service Residence,2,950,2,Kuala Lumpur,1,1,1,1,3
1900,Ampang Hilir,Service Residence,2,697,2,Kuala Lumpur,0,1,1,1,6
1000,Kepong,Apartment,3,837,1,Kuala Lumpur,0,0,0,1,3
1300,Sentul,Condominium,3,1200,0,Kuala Lumpur,0,0,0,1,4
880,Cheras,Apartment,2,650,2,Kuala Lumpur,1,1,1,0,3
1400,Setapak,Condominium,3,850,2,Kuala Lumpur,1,1,1,1,4
1800,Bangsar South,Apartment,3,940,1,Kuala Lumpur,0,0,1,0,5
2300,Sri Damansara,Service Residence,1,751,2,Kuala Lumpur,1,1,0,1,6
850,Kepong,Apartment,3,837,1,Kuala Lumpur,0,0,0,0,3
800,Kepong,Apartment,3,837,1,Kuala Lumpur,0,0,0,0,3
1250,Ampang,Condominium,2,800,2,Kuala Lumpur,1,1,1,1,3
750,Kepong,Apartment,3,720,1,Kuala Lumpur,0,0,0,1,3
1300,Cheras,Service Residence,2,650,1,Kuala Lumpur,1,1,1,1,3
1400,Cheras,Condominium,3,1003,1,Kuala Lumpur,1,1,1,1,3
1688,Kuchai Lama,Condominium,3,1100,1,Kuala Lumpur,1,1,1,1,4
2200,Bukit Jalil,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,3
1000,Kepong,Apartment,3,850,1,Kuala Lumpur,0,1,1,1,3
2099,Cheras,Condominium,3,1003,2,Kuala Lumpur,1,1,1,1,3
1000,Desa Petaling,Apartment,3,850,1,Kuala Lumpur,0,1,0,0,2
1300,Sentul,Condominium,3,870,0,Kuala Lumpur,0,0,0,0,4
1600,Pantai,Apartment,3,810,1,Kuala Lumpur,0,0,0,0,4
1688,Sri Petaling,Service Residence,2,800,1,Kuala Lumpur,1,1,1,1,4
1800,Kuchai Lama,Condominium,3,1200,2,Kuala Lumpur,1,1,1,0,4
2200,Sri Petaling,Service Residence,3,900,2,Kuala Lumpur,1,1,1,1,4
1300,Old Klang Road,Apartment,3,932,0,Kuala Lumpur,1,0,0,1,5
1600,Cheras,Service Residence,2,668,1,Kuala Lumpur,1,1,0,1,3
1680,Setapak,Apartment,3,900,2,Kuala Lumpur,0,1,1,0,4
1800,Keramat,Condominium,4,1100,2,Kuala Lumpur,0,1,1,1,5
1800,Bukit Bintang,Service Residence,1,475,2,Kuala Lumpur,1,1,0,1,6
1400,Wangsa Maju,Condominium,3,1140,0,Kuala Lumpur,1,0,0,1,4
800,Others,Others,2,800,0,Kuala Lumpur,0,0,0,0,3
1300,Gombak,Apartment,3,950,0,Kuala Lumpur,0,0,0,0,4
950,Wangsa Maju,Apartment,2,600,0,Kuala Lumpur,0,0,0,0,4
650,Wangsa Maju,Flat,2,550,0,Kuala Lumpur,0,0,0,0,4
1300,Bukit Jalil,Apartment,3,850,1,Kuala Lumpur,1,1,0,0,3
1680,Setapak,Apartment,3,900,2,Kuala Lumpur,0,1,0,0,4
1200,Sentul,Condominium,3,877,0,Kuala Lumpur,0,0,0,1,4
1200,Kepong,Apartment,3,955,1,Kuala Lumpur,0,0,0,1,3
1800,Cheras,Condominium,2,900,1,Kuala Lumpur,1,1,0,1,3
1500,Setapak,Condominium,3,800,1,Kuala Lumpur,1,0,0,1,4
2500,Mont Kiara,Condominium,3,1400,2,Kuala Lumpur,1,1,1,1,6
2400,Old Klang Road,Service Residence,3,935,2,Kuala Lumpur,1,0,0,1,5
2200,Sri Damansara,Condominium,1,499,2,Kuala Lumpur,1,0,0,1,6
1250,Cheras,Apartment,3,935,0,Kuala Lumpur,1,0,0,0,3
1500,Keramat,Condominium,4,1065,0,Kuala Lumpur,1,0,1,1,5
2000,Sri Damansara,Condominium,1,607,1,Kuala Lumpur,1,0,0,1,6
780,Kepong,Apartment,3,655,1,Kuala Lumpur,0,0,0,0,3
1630,Ampang,Service Residence,2,700,2,Kuala Lumpur,1,1,1,1,3
1400,Segambut,Apartment,3,1007,1,Kuala Lumpur,0,1,0,0,5
1000,Wangsa Maju,Apartment,4,850,1,Kuala Lumpur,1,1,1,1,4
1500,Seputeh,Apartment,2,970,1,Kuala Lumpur,0,1,0,0,5
2200,Kepong,Condominium,3,1100,2,Kuala Lumpur,1,1,1,1,3
1300,Desa Petaling,Condominium,3,950,1,Kuala Lumpur,1,1,0,1,2
1500,Setapak,Condominium,3,1336,1,Kuala Lumpur,1,1,0,1,4
2200,Old Klang Road,Service Residence,3,909,2,Kuala Lumpur,1,1,1,1,5
500,Cheras,Condominium,5,910,2,Kuala Lumpur,1,1,1,1,3
2300,Cheras,Condominium,3,893,2,Kuala Lumpur,0,1,1,1,3
2300,Cheras,Condominium,3,1200,1,Kuala Lumpur,1,1,0,1,3
2199,Kepong,Apartment,2,866,2,Kuala Lumpur,1,0,0,1,3
2300,Setapak,Service Residence,3,1000,2,Kuala Lumpur,0,0,0,0,4
900,Jalan Ipoh,Apartment,3,850,0,Kuala Lumpur,0,0,0,0,5
1500,Setapak,Condominium,3,1231,1,Kuala Lumpur,0,1,1,0,4
2200,Old Klang Road,Condominium,2,704,2,Kuala Lumpur,1,1,1,1,5
1800,Kuchai Lama,Condominium,3,1200,2,Kuala Lumpur,0,1,1,0,4
900,Kepong,Apartment,3,950,1,Kuala Lumpur,0,0,0,1,3
1500,Jalan Ipoh,Condominium,3,970,2,Kuala Lumpur,0,0,1,1,5
1200,KL City,Apartment,3,850,1,Kuala Lumpur,0,1,0,1,6
1800,Sentul,Condominium,2,900,2,Kuala Lumpur,1,1,1,1,4
2000,Wangsa Maju,Apartment,3,770,2,Kuala Lumpur,1,1,1,1,4
1550,Sentul,Condominium,3,1050,2,Kuala Lumpur,1,0,0,1,4
1300,Sentul,Condominium,3,1081,0,Kuala Lumpur,1,0,0,1,4
